Make,Model,Registration Year,Mileage,Body Type,Category,Colour,Cylinder Layout,Dekra,Drive,Engine Capacity,Features,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type,Gears,Kilowatts,Maintenance plan,No of Doors,No of Seats,Spare Key,Transmission,Vehicle Service History,Warranty,Price
Land Rover,Range Rover Evoque,2020,25000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15870,5.8,57,Diesel,9,132,2025/06/10,5,5,True,Automatic,"Complete, Up To Date",No,877900
Toyota,Prado,2022,71500,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,2755,"['CarPlay or Android Auto', 'Reverse camera']",16215,7.9,150,Diesel,6,150,No,5,7,True,Automatic,"Complete, Up To Date",2025/01/30,871900
BMW,X5,2019,65000,Sports Utility Vehicle (SUV),A,Blue,I6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16215,6.8,80,Diesel,8,195,2024/09/29,5,5,True,Automatic,"Complete, Up To Date",No,871900
Toyota,Land Cruiser,2022,37000,Double Cab,A,Silver,V8,Platinum,FR,4461,[],17106,11.9,130,Diesel,5,151,No,4,5,True,Manual,"Complete, Up To Date",2025/03/11,920900
Mercedes-Benz,A Class,2020,31071,Hatchback,A,Black,I4,Platinum,FR,1991,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15833,8.7,56,Petrol,8,310,2025/09/14,5,5,False,Automatic,"Complete, Up To Date",2025/09/14,850900
BMW,X4,2021,25000,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,FR,1995,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15779,5.6,68,Diesel,8,140,2026/04/30,5,5,True,Automatic,Complete but Due,2026/04/30,847900
Porsche,718,2017,49284,Cabriolet,A,White,H4,Platinum,R,2497,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16197,7.3,64,Petrol,7,257,No,2,2,True,Automatic,"Complete, Up To Date",No,870900
Mercedes-Benz,GLE,2019,51000,Sports Utility Vehicle (SUV),A,Silver,I6,Platinum,FR,2925,[],17052,7.5,74,Diesel,9,243,2024/09/09,5,5,True,Automatic,"Complete, Up To Date",No,1052900
Jeep,Grand Cherokee,2023,5600,Sports Utility Vehicle (SUV),A,Silver,V6,Platinum,FR,3604,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16161,10.6,87,Petrol,8,210,2028/09/06,5,7,True,Automatic,"Complete, Up To Date",2028/09/06,868900
Land Rover,Range Rover,2019,98000,Sports Utility Vehicle (SUV),A,Silver,V8,Platinum,FR,4999,['Reverse camera'],17015,13.7,105,Petrol,8,375,No,5,5,True,Automatic,"Complete, Up To Date",No,951900
Mercedes-Benz,GLE,2019,85000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2996,"['Reverse camera', 'Auto stop-start']",16161,8.9,93,Petrol,9,245,No,5,4,True,Automatic,"Complete, Up To Date",No,868900
BMW,X5,2019,74460,Sports Utility Vehicle (SUV),A,White,I6,Platinum,FR,2993,['Reverse camera'],16924,6.8,80,Diesel,8,294,2024/10/14,5,5,False,Automatic,"Complete, Up To Date",2024/10/14,910900
Volkswagen,Touareg,2020,70000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2967,"['CarPlay or Android Auto', 'Reverse camera']",15670,7.1,90,Diesel,8,190,2025/09/22,5,5,True,Automatic,"Complete, Up To Date",No,841900
Land Rover,Range Rover,2018,52730,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2993,[],16870,7.8,80,Diesel,8,190,No,5,5,True,Automatic,"Complete, Up To Date",No,907900
BMW,X3,2021,22010,Sports Utility Vehicle (SUV),A,Grey,I6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15651,6.6,68,Diesel,8,195,2026/12/09,5,5,True,Automatic,"Complete, Up To Date",2026/12/09,897900
Audi,Q8,2020,83514,Sports Utility Vehicle (SUV),A,Grey,V6,Platinum,FR,2967,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16833,7.8,75,Diesel,8,183,No,5,5,True,Automatic,"Complete, Up To Date",2025/06/26,905900
Ford,Mustang,2023,25000,Coupe,A,Grey,V8,Platinum,R,5038,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16106,12.3,61,Petrol,10,330,2029/03/24,2,4,True,Automatic,"Complete, Up To Date",2027/02/24,865900
Porsche,Macan,2016,57000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2997,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16743,9.2,65,Petrol,7,265,No,5,5,False,Automatic,"Complete, Up To Date",No,900900
Audi,Q8,2020,112000,Sports Utility Vehicle (SUV),A,Silver,V6,Green,FR,2967,"['Reverse camera', 'Auto stop-start']",16106,7.8,75,Diesel,8,183,No,5,5,True,Automatic,Partial,No,865900
Audi,A3 Sportback,2023,12000,Hatchback,A,Black,I4,Platinum,FR,1984,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15633,8.0,55,Petrol,7,213,2027/10/31,5,5,True,Automatic,"Complete, Up To Date",No,839900
Land Rover,Range Rover Sport,2019,84150,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16724,7.8,86,Diesel,8,190,No,5,5,True,Automatic,"Complete, Up To Date",No,899900
Mercedes-Benz,GLE,2020,88000,Sports Utility Vehicle (SUV),A,Black,I6,Green,FR,2925,[],16724,7.5,74,Diesel,9,243,No,5,5,True,Automatic,"Complete, Up To Date",2025/04/30,899900
Toyota,Land Cruiser,2016,172000,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,4461,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15615,10.3,138,Diesel,6,173,No,5,7,False,Automatic,Partial,No,850900
Land Rover,Range Rover Velar,2018,45000,Sports Utility Vehicle (SUV),A,Grey,V6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16706,6.55,66,Diesel,9,221,No,5,5,False,Automatic,Partial but Up to Date,No,898900
Land Rover,Range Rover,2018,79456,Sports Utility Vehicle (SUV),A,Black,V6,Platinum,FR,2995,"['Reverse camera', 'Auto stop-start']",15597,10.5,104,Petrol,8,250,No,5,5,True,Automatic,"Complete, Up To Date",No,837900
Audi,RS3,2019,47041,Sedan,A,Blue,I5,Green,FR,2480,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14415,8.3,55,Petrol,7,294,No,4,5,True,Automatic,"Complete, Up To Date",No,772900
Toyota,Land Cruiser,2017,200250,Sports Utility Vehicle (SUV),A,Silver,V8,Green,FR,4461,['Reverse camera'],16546,10.3,138,Diesel,6,173,No,5,7,True,Automatic,Partial,No,772000
Mercedes-Benz,GLE,2018,110000,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,5461,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14397,11.8,93,Petrol,7,430,No,5,5,True,Automatic,"Complete, Up To Date",No,771900
Land Rover,Range Rover,2019,96000,Sports Utility Vehicle (SUV),A,White,V8,Platinum,FR,4999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16688,13.7,105,Petrol,8,375,No,5,5,True,Automatic,"Complete, Up To Date",No,897900
Mercedes-Benz,CLS Class,2019,31000,Coupe,A,Grey,I6,Platinum,FR,2925,"['Reverse camera', 'Auto stop-start']",15560,5.7,57,Diesel,9,250,2024/05/28,4,5,True,Automatic,"Complete, Up To Date",No,875900
Land Rover,Range Rover Sport,2019,77000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16597,7.0,86,Diesel,8,225,No,5,5,False,Automatic,"Complete, Up To Date",No,892900
Volkswagen,Tiguan,2022,14000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,FR,1984,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",16579,6.6,58,Petrol,7,235,2027/11/01,5,5,True,Automatic,Complete but Due,2027/11/01,891900
Audi,A7,2017,88000,Hatchback,A,Blue,V8,Green,FR,3993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14324,9.5,75,Petrol,7,412,No,5,4,False,Automatic,"Complete, Up To Date",No,767900
Porsche,Macan,2019,62000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,FR,1984,[],15506,8.9,65,Petrol,7,185,No,5,5,True,Automatic,"Complete, Up To Date",No,832900
Porsche,911,2012,75000,Coupe,A,Silver,H6,Gold,R,3436,[],16561,8.2,64,Petrol,7,257,No,2,4,True,Automatic,Complete but Due,No,890900
Mercedes-Benz,V250,2019,125000,Multi Purpose Vehicle,A,Silver,I4,Green,R,2143,[],14324,6.0,75,Diesel,7,140,No,5,7,False,Automatic,Partial,No,767900
Land Rover,Discovery,2018,68000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2993,['Reverse camera'],14324,7.8,85,Diesel,8,190,2024/12/18,5,5,True,Automatic,"Complete, Up To Date",No,832000
Mercedes-Benz,A Class Sedan,2022,30000,Sedan,A,Silver,I4,Platinum,FR,1991,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15470,7.3,48,Petrol,7,225,2027/07/28,4,5,True,Automatic,"Complete, Up To Date",No,830900
Land Rover,Range Rover Velar,2019,65871,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,[],14324,5.8,60,Diesel,8,177,2023/12/30,5,5,False,Automatic,"Complete, Up To Date",2023/12/30,767900
Mercedes-Benz,G Class,2015,142000,Sports Utility Vehicle (SUV),A,White,V6,Green,FR,2987,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14306,9.9,100,Diesel,7,155,No,5,7,False,Automatic,Partial,No,766900
Land Rover,Discovery,2020,59000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,1998,[],14287,6.4,77,Diesel,8,177,2025/05/28,5,5,True,Automatic,"Complete, Up To Date",2025/05/28,765900
Mercedes-Benz,GLE,2019,110310,Sports Utility Vehicle (SUV),A,White,V6,Gold,FR,2999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14960,9.4,94,Petrol,9,288,No,5,4,False,Automatic,Partial,No,802900
Land Rover,Range Rover,2018,90000,Sports Utility Vehicle (SUV),A,Black,V6,Green,FR,2995,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",17146,10.65,105,Petrol,8,250,No,5,5,True,Automatic,"Complete, Up To Date",No,825000
Land Rover,Discovery,2020,125000,Sports Utility Vehicle (SUV),A,White,V6,Gold,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14906,7.8,85,Diesel,8,190,No,5,5,False,Automatic,"Complete, Up To Date",No,799900
BMW,X6,2019,86000,Sports Utility Vehicle (SUV),A,Blue,I6,Platinum,FR,2993,"['Reverse camera', 'Auto stop-start']",14269,6.2,85,Diesel,8,230,No,5,4,True,Automatic,"Complete, Up To Date",No,764900
Audi,Q5,2022,37000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,FR,1968,"['Reverse camera', 'Auto stop-start']",14869,6.2,65,Diesel,7,140,2027/07/31,5,5,True,Automatic,"Complete, Up To Date",2025/07/31,797900
Audi,A3 Sportback,2023,6000,Hatchback,A,Yellow,I4,Platinum,FR,1984,[],14869,8.0,55,Petrol,7,213,2027/12/19,5,5,True,Automatic,"Complete, Up To Date",2023/12/19,797900
Toyota,Land Cruiser,2016,110000,Sports Utility Vehicle (SUV),A,White,V8,Platinum,FR,4461,"['CarPlay or Android Auto', 'Reverse camera']",15288,10.3,138,Diesel,6,173,No,5,7,True,Automatic,Partial but Up to Date,No,820900
Land Rover,Discovery,2019,86000,Sports Utility Vehicle (SUV),A,Grey,V6,Platinum,FR,2993,[],14869,7.8,85,Diesel,8,190,No,5,5,True,Automatic,"Complete, Up To Date",No,797900
Mercedes-Benz,Vito,2022,12300,Bus,A,White,I4,Platinum,R,2143,[],14251,7.2,57,Diesel,7,120,2025/09/29,5,8,True,Automatic,"Complete, Up To Date",No,847900
Mercedes-Benz,E Class,2021,25000,Sedan,A,Grey,I4,Green,R,1991,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15251,6.3,57,Petrol,9,155,2026/03/31,4,5,True,Automatic,"Complete, Up To Date",2026/03/31,818900
Mercedes-Benz,Viano,2021,88710,Multi Purpose Vehicle,A,Grey,I4,Gold,R,2143,[],11123,5.7,70,Diesel,7,120,2026/04/29,5,7,True,Automatic,"Complete, Up To Date",No,797900
Lexus,RX,2022,15178,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,3456,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",15106,9.6,72,Petrol,8,221,2029/02/27,5,5,True,Automatic,"Complete, Up To Date",2029/02/27,810900
Mercedes-Benz,G Class,2012,113000,Sports Utility Vehicle (SUV),A,Grey,V8,Gold,FR,5439,[],4958,15.9,100,Petrol,7,373,No,5,7,False,Automatic,"Complete, Up To Date",No,762000
Hyundai,Palisade,2023,9598,Sports Utility Vehicle (SUV),A,Cream,I4,Platinum,FR,2199,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14869,8.2,71,Diesel,8,142,2028/10/01,5,7,True,Automatic,"Complete, Up To Date",No,797900
Mercedes-Benz,GLE,2015,94444,Sports Utility Vehicle (SUV),A,Grey,V8,Green,FR,5461,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14851,11.8,93,Petrol,7,430,No,5,5,True,Automatic,"Complete, Up To Date",No,796900
Porsche,Macan,2019,90161,Sports Utility Vehicle (SUV),A,Blue,I4,Platinum,FR,1984,['Reverse camera'],15033,8.9,65,Petrol,7,185,No,5,5,False,Automatic,"Complete, Up To Date",No,806900
Audi,Q8,2020,146000,Sports Utility Vehicle (SUV),A,White,V6,Green,FR,2967,"['Reverse camera', 'Auto stop-start']",14833,7.8,75,Diesel,8,183,No,5,5,False,Automatic,Partial,No,795900
Land Rover,Range Rover Evoque,2020,45000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14197,5.8,57,Diesel,9,132,2025/11/01,5,5,True,Automatic,"Complete, Up To Date",2025/11/01,760900
Land Rover,Range Rover Velar,2017,69153,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2995,"['Reverse camera', 'Auto stop-start']",14197,8.87,63,Petrol,8,280,No,5,5,True,Automatic,"Complete, Up To Date",No,760900
Toyota,Fortuner,2024,3002,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,2755,"['CarPlay or Android Auto', 'Reverse camera']",11236,7.9,80,Diesel,6,150,No,5,7,True,Automatic,"Complete, Up To Date",2027/02/15,792000
Audi,RS3,2017,21000,Sedan,A,Black,I5,Platinum,FR,2480,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14160,8.3,55,Petrol,7,294,No,4,5,True,Automatic,"Complete, Up To Date",No,758900
Land Rover,Range Rover Evoque,2020,73800,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14724,5.8,57,Diesel,9,132,2025/04/01,5,5,True,Automatic,Complete but Due,2025/04/01,789900
Hyundai,Palisade,2022,69501,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,2199,"['CarPlay or Android Auto', 'Reverse camera']",14142,8.2,71,Diesel,8,142,No,5,7,True,Automatic,"Complete, Up To Date",2029/02/22,757900
Volkswagen,Touareg,2019,86000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2967,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13796,7.1,90,Diesel,8,190,2025/01/09,5,5,True,Automatic,"Complete, Up To Date",No,738900
Toyota,GR Supra,2019,33852,Coupe,A,Red,I6,Platinum,R,2998,"['Reverse camera', 'Auto stop-start']",13996,7.7,52,Petrol,8,250,No,3,2,True,Automatic,"Complete, Up To Date",2025/08/29,749900
Volkswagen,T6,2017,67000,Bus,A,Red,I4,Platinum,FR,1968,"['CarPlay or Android Auto', 'Reverse camera']",4179,8.3,80,Diesel,6,103,No,5,7,True,Manual,"Complete, Up To Date",No,787000
Land Rover,Range Rover Velar,2019,74426,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13996,5.8,60,Diesel,8,177,No,5,5,True,Automatic,"Complete, Up To Date",No,749900
Mercedes-Benz,A Class,2021,38513,Hatchback,A,White,I4,Platinum,FR,1991,[],13778,7.4,56,Petrol,7,225,2026/01/18,5,5,True,Automatic,"Complete, Up To Date",No,737900
Audi,A5,2021,20262,Hatchback,A,Blue,V6,Platinum,FR,2995,[],14597,8.8,58,Petrol,8,260,No,5,5,True,Automatic,"Complete, Up To Date",2026/10/29,927900
Land Rover,Range Rover Evoque,2019,28114,Sports Utility Vehicle (SUV),A,Blue,I4,Platinum,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13960,5.8,57,Diesel,9,132,2024/05/18,5,5,True,Automatic,"Complete, Up To Date",No,747900
Mercedes-Benz,C Class,2022,40000,Sedan,A,White,I4,Platinum,R,1993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13778,4.8,66,Diesel,9,162,2027/03/17,4,5,True,Automatic,"Complete, Up To Date",2027/03/17,737900
BMW,X5,2019,99000,Sports Utility Vehicle (SUV),A,White,I6,Platinum,FR,2993,[],15989,6.8,80,Diesel,8,195,No,5,5,False,Automatic,Partial but Up to Date,2026/03/29,782000
Land Rover,Range Rover,2019,90000,Sports Utility Vehicle (SUV),A,White,V6,Green,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13924,7.8,80,Diesel,8,190,No,5,5,True,Automatic,Partial,No,745900
BMW,X3,2022,36000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,FR,1995,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14578,5.6,68,Diesel,8,140,2027/04/25,5,5,True,Automatic,"Complete, Up To Date",No,781900
Toyota,Land Cruiser,2015,161000,Sports Utility Vehicle (SUV),A,White,V8,Gold,FR,4461,"['CarPlay or Android Auto', 'Reverse camera']",16546,10.3,93,Diesel,6,173,No,5,7,True,Automatic,Partial but Up to Date,No,745000
BMW,X5,2020,125000,Sports Utility Vehicle (SUV),A,White,I6,Green,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13760,6.8,80,Diesel,8,195,No,5,5,True,Automatic,Partial but Up to Date,No,736900
Land Rover,Evoque,2021,35859,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1998,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14560,5.9,65,Diesel,9,147,No,5,5,False,Automatic,"Complete, Up To Date",2026/04/21,780900
Volvo,Xc60,2022,30681,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,FR,1969,[],13833,8.1,71,Hybrid,8,183,No,5,5,True,Automatic,"Complete, Up To Date",No,862900
Land Rover,Range Rover Velar,2017,109000,Sports Utility Vehicle (SUV),A,Grey,V6,Platinum,FR,2995,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13833,8.87,63,Petrol,8,280,No,5,5,False,Automatic,Partial but Up to Date,No,740900
Toyota,Prado,2018,85000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,FR,2982,['Reverse camera'],13706,8.5,150,Diesel,5,120,No,5,7,True,Automatic,"Complete, Up To Date",No,733900
BMW,Z4,2019,8000,Cabriolet,A,Blue,I6,Platinum,R,2998,"['Reverse camera', 'Auto stop-start']",14542,7.45,52,Petrol,8,240,2024/09/30,2,2,True,Automatic,"Complete, Up To Date",2024/09/30,779900
Mercedes-Benz,GLC,2019,109000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2996,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13633,8.4,73,Petrol,9,270,No,5,5,True,Automatic,"Complete, Up To Date",No,729900
Land Rover,Range Rover Sport,2018,116357,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14524,7.8,86,Diesel,8,190,No,5,5,True,Automatic,"Complete, Up To Date",No,778900
BMW,Z4,2019,66000,Cabriolet,A,Red,I6,Green,R,2998,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13815,7.45,52,Petrol,8,240,No,2,2,True,Automatic,"Complete, Up To Date",No,739900
Volkswagen,Touareg,2018,74436,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2967,[],13505,7.1,90,Diesel,8,190,No,5,5,True,Automatic,Partial but Up to Date,No,722900
Toyota,GR Supra,2019,31000,Coupe,A,Red,I6,Platinum,R,2998,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14506,7.7,52,Petrol,8,250,2024/08/01,3,2,True,Automatic,"Complete, Up To Date",No,777900
Jaguar,F-Pace,2019,134560,Sports Utility Vehicle (SUV),A,White,V8,Gold,FR,4999,['Reverse camera'],13487,11.9,66,Petrol,8,405,No,5,5,True,Automatic,"Complete, Up To Date",No,721900
Volkswagen,Touareg,2018,69000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,2967,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14469,7.1,90,Diesel,8,190,2025/09/18,5,5,True,Automatic,"Complete, Up To Date",No,775900
Land Rover,Discovery Sport,2021,40000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",14469,3.85,65,Diesel,9,132,2024/11/09,5,5,True,Automatic,"Complete, Up To Date",No,775900
Land Rover,Range Rover Sport,2018,107000,Sports Utility Vehicle (SUV),A,Grey,V6,Platinum,FR,2993,[],13345,7.0,86,Diesel,8,225,No,5,5,True,Automatic,"Complete, Up To Date",No,721000
Land Rover,Range Rover Evoque,2019,45000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1999,"['Reverse camera', 'Auto stop-start']",12833,5.8,57,Diesel,9,132,2024/08/15,5,5,True,Automatic,"Complete, Up To Date",No,685900
Porsche,Macan,2019,77318,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1984,[],14433,8.9,65,Petrol,7,185,No,5,5,True,Automatic,"Complete, Up To Date",No,887900
Mercedes-Benz,E Class,2018,54000,Sedan,A,White,V6,Green,FR,2996,"['Reverse camera', 'Auto stop-start']",12833,8.4,73,Petrol,9,295,2024/03/26,4,5,False,Automatic,"Complete, Up To Date",No,695900
Toyota,Prado,2018,117000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,2982,[],13469,8.5,150,Diesel,5,120,No,5,7,False,Automatic,"Complete, Up To Date",No,720900
Mercedes-Benz,Viano,2019,117000,Multi Purpose Vehicle,A,Silver,I4,Platinum,R,2143,['Auto stop-start'],14415,6.0,70,Diesel,7,140,No,5,7,True,Automatic,"Complete, Up To Date",No,772900
Alfa Romeo,Stelvio,2023,10000,Sports Utility Vehicle (SUV),A,Black,I4,Platinum,FR,1995,"['Reverse camera', 'Auto stop-start']",12760,7.0,64,Petrol,8,206,2028/05/16,5,5,True,Automatic,"Complete, Up To Date",2028/05/16,681900
Ford,Mustang,2021,23515,Coupe,A,Red,V8,Platinum,R,5038,['Reverse camera'],13415,13.6,61,Petrol,10,331,No,2,4,True,Automatic,"Complete, Up To Date",2028/01/01,717900
Isuzu,MU-X,2023,8000,Sports Utility Vehicle (SUV),A,Black,I4,Platinum,FR,2999,"['CarPlay or Android Auto', 'Reverse camera']",13124,7.6,80,Diesel,6,140,No,5,7,True,Automatic,Complete but Due,2028/03/14,701900
Mercedes-Benz,GLS,2016,110008,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,4663,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",12723,10.9,100,Petrol,7,335,No,5,7,False,Automatic,"Complete, Up To Date",No,679900
BMW,X3,2022,80000,Sports Utility Vehicle (SUV),A,Blue,I4,Gold,FR,1995,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",12443,5.5,60,Diesel,8,140,No,5,5,True,Automatic,Complete but Due,2027/01/31,707000
Land Rover,Range Rover,2017,87000,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,4999,['Reverse camera'],12723,13.7,105,Petrol,8,375,No,5,5,True,Automatic,"Complete, Up To Date",No,679900
BMW,4 Series,2020,15500,Coupe,A,Blue,I4,Platinum,R,1998,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13396,6.4,59,Petrol,8,135,2026/03/08,2,4,True,Automatic,"Complete, Up To Date",No,716900
Mercedes-Benz,GLE,2018,149500,Sports Utility Vehicle (SUV),A,Silver,V6,Green,FR,2996,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",12723,8.9,93,Petrol,9,245,No,5,4,True,Automatic,No record,No,679900
Audi,A6,2017,110000,Station Wagon,A,White,V8,Platinum,FR,3993,"['CarPlay or Android Auto', 'Reverse camera']",13378,9.6,75,Petrol,8,412,No,5,5,True,Automatic,"Complete, Up To Date",No,715900
Land Rover,Range Rover,2018,92309,Sports Utility Vehicle (SUV),A,Grey,V6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera']",13105,7.0,80,Diesel,8,225,No,5,5,True,Automatic,"Complete, Up To Date",No,700900
Land Rover,Range Rover Evoque,2019,62000,Sports Utility Vehicle (SUV),A,Blue,I4,Green,FR,1999,[],12723,5.8,57,Diesel,9,132,2024/06/29,5,5,True,Automatic,"Complete, Up To Date",No,699900
BMW,X4,2019,97000,Sports Utility Vehicle (SUV),A,White,I6,Platinum,FR,2993,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",13087,6.8,65,Diesel,8,240,No,5,5,True,Automatic,"Complete, Up To Date",No,699900
Volkswagen,Golf 8,2022,16415,Hatchback,A,Grey,I4,Platinum,F,1984,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",12687,7.0,50,Petrol,7,180,No,5,5,True,Automatic,"Complete, Up To Date",2025/08/29,677900
Land Rover,Discovery Sport,2020,63110,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,[],12669,5.43,65,Diesel,9,132,No,5,7,True,Automatic,"Complete, Up To Date",No,694900
Volkswagen,T6,2019,105000,Bus,A,White,I4,Green,FR,1968,['Reverse camera'],13087,8.8,80,Diesel,7,132,2024/10/18,5,7,False,Automatic,"Complete, Up To Date",No,699900
Toyota,Prado,2019,118000,Sports Utility Vehicle (SUV),A,White,V6,Platinum,FR,3956,['Reverse camera'],13342,11.3,150,Petrol,6,202,No,5,7,True,Automatic,"Complete, Up To Date",No,713900
Mercedes-Benz,Vito,2021,45000,Bus,A,Silver,I4,Platinum,R,2143,[],13051,7.2,57,Diesel,6,120,2026/08/26,5,8,True,Automatic,"Complete, Up To Date",No,697900
Land Rover,Range Rover,2017,166000,Sports Utility Vehicle (SUV),A,Grey,V8,Green,FR,4367,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",12651,8.7,105,Diesel,8,229,No,5,4,False,Automatic,Partial,No,675900
Toyota,Prado,2018,131245,Sports Utility Vehicle (SUV),A,White,I4,Gold,FR,2982,"['CarPlay or Android Auto', 'Reverse camera']",13305,8.5,150,Diesel,5,120,No,5,7,True,Automatic,"Complete, Up To Date",No,747900
